"Web Search interest: ""ankle orthosis""+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces""",
Canada; 2004 - present,
,
Interest over time,
Month,"ankle orthosis+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces"""
2004-01,0
2004-02,0
2004-03,0
2004-04,0
2004-05,0
2004-06,0
2004-07,0
2004-08,0
2004-09,0
2004-10,0
2004-11,0
2004-12,0
2005-01,0
2005-02,0
2005-03,0
2005-04,0
2005-05,0
2005-06,0
2005-07,0
2005-08,0
2005-09,0
2005-10,0
2005-11,0
2005-12,0
2006-01,0
2006-02,0
2006-03,0
2006-04,0
2006-05,0
2006-06,0
2006-07,0
2006-08,0
2006-09,75
2006-10,0
2006-11,0
2006-12,0
2007-01,0
2007-02,0
2007-03,0
2007-04,0
2007-05,0
2007-06,0
2007-07,0
2007-08,0
2007-09,0
2007-10,51
2007-11,49
2007-12,53
2008-01,57
2008-02,60
2008-03,44
2008-04,44
2008-05,49
2008-06,53
2008-07,67
2008-08,62
2008-09,68
2008-10,73
2008-11,55
2008-12,47
2009-01,42
2009-02,49
2009-03,80
2009-04,69
2009-05,81
2009-06,76
2009-07,61
2009-08,44
2009-09,55
2009-10,77
2009-11,95
2009-12,47
2010-01,61
2010-02,67
2010-03,71
2010-04,53
2010-05,79
2010-06,67
2010-07,53
2010-08,42
2010-09,44
2010-10,74
2010-11,60
2010-12,46
2011-01,51
2011-02,55
2011-03,35
2011-04,57
2011-05,58
2011-06,24
2011-07,58
2011-08,71
2011-09,59
2011-10,71
2011-11,79
2011-12,45
2012-01,66
2012-02,88
2012-03,54
2012-04,69
2012-05,77
2012-06,81
2012-07,78
2012-08,54
2012-09,93
2012-10,50
2012-11,85
2012-12,43
2013-01,54
2013-02,51
2013-03,58
2013-04,72
2013-05,87
2013-06,73
2013-07,78
2013-08,63
2013-09,60
2013-10,73
2013-11,62
2013-12,60
2014-01,49
2014-02,64
2014-03,59
2014-04,92
2014-05,93
2014-06,92
2014-07,94
2014-08,82
2014-09,100
2014-10,81
2014-11,88
2014-12,60
,
,
"Top subregions for ""ankle orthosis""+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces""",
Subregion,"ankle orthosis+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces"""
British Columbia,100
Alberta,94
Ontario,93
Quebec,27
Manitoba,0
New Brunswick,0
Newfoundland and Labrador,0
Nova Scotia,0
Northwest Territories,0
Nunavut,0
Prince Edward Island,0
Saskatchewan,0
Yukon Territory,0
,
,
"Top cities for ""ankle orthosis""+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces""",
City,"ankle orthosis+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces"""
Ottawa,100
Toronto,96
Vancouver,92
Edmonton,87
Calgary,85
Winnipeg,76
Montreal,31
,
,
,
"Top searches for ""ankle orthosis""+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces""",
aso ankle brace,100
active ankle,55
active ankle brace,40
sports ankle brace,40
volleyball ankle braces,40
best ankle brace,40
,
,
,
"Rising searches for ""ankle orthosis""+""ankle orthoses""+""ankle orthotic""+""ankle orthotics""+""ankle foot orthosis"" ""ankle foot orthoses""+""ankle foot orthotic""+""ankle foot orthotics""+""ankle splint""+""ankle splints""+""ankle brace""+""ankle braces""",
active ankle,Breakout
active ankle brace,Breakout
aso ankle brace,Breakout
best ankle brace,Breakout
sports ankle brace,Breakout
volleyball ankle braces,Breakout
