"Web Search interest: ""heel pain""+""painful heel""+""painful heels""",
United States; 2004 - present,
,
Interest over time,
Week,"heel pain+""painful heel""+""painful heels"""
2004-01-04 - 2004-01-10,0
2004-01-11 - 2004-01-17,43
2004-01-18 - 2004-01-24,42
2004-01-25 - 2004-01-31,42
2004-02-01 - 2004-02-07,42
2004-02-08 - 2004-02-14,42
2004-02-15 - 2004-02-21,59
2004-02-22 - 2004-02-28,49
2004-02-29 - 2004-03-06,49
2004-03-07 - 2004-03-13,49
2004-03-14 - 2004-03-20,49
2004-03-21 - 2004-03-27,50
2004-03-28 - 2004-04-03,51
2004-04-04 - 2004-04-10,41
2004-04-11 - 2004-04-17,71
2004-04-18 - 2004-04-24,100
2004-04-25 - 2004-05-01,38
2004-05-02 - 2004-05-08,59
2004-05-09 - 2004-05-15,51
2004-05-16 - 2004-05-22,43
2004-05-23 - 2004-05-29,45
2004-05-30 - 2004-06-05,48
2004-06-06 - 2004-06-12,57
2004-06-13 - 2004-06-19,62
2004-06-20 - 2004-06-26,74
2004-06-27 - 2004-07-03,80
2004-07-04 - 2004-07-10,74
2004-07-11 - 2004-07-17,82
2004-07-18 - 2004-07-24,48
2004-07-25 - 2004-07-31,44
2004-08-01 - 2004-08-07,63
2004-08-08 - 2004-08-14,51
2004-08-15 - 2004-08-21,51
2004-08-22 - 2004-08-28,51
2004-08-29 - 2004-09-04,51
2004-09-05 - 2004-09-11,46
2004-09-12 - 2004-09-18,52
2004-09-19 - 2004-09-25,41
2004-09-26 - 2004-10-02,48
2004-10-03 - 2004-10-09,48
2004-10-10 - 2004-10-16,50
2004-10-17 - 2004-10-23,53
2004-10-24 - 2004-10-30,37
2004-10-31 - 2004-11-06,37
2004-11-07 - 2004-11-13,37
2004-11-14 - 2004-11-20,37
2004-11-21 - 2004-11-27,50
2004-11-28 - 2004-12-04,76
2004-12-05 - 2004-12-11,36
2004-12-12 - 2004-12-18,41
2004-12-19 - 2004-12-25,47
2004-12-26 - 2005-01-01,52
