"Web Search interest: ""foot pain""+""painful foot""+""feet pain""+""painful feet""+""sore foot""+""sore feet""",
United States; 2004 - present,
,
Interest over time,
Week,"foot pain+""painful foot""+""feet pain""+""painful feet""+""sore foot""+""sore feet"""
2004-01-04 - 2004-01-10,42
2004-01-11 - 2004-01-17,50
2004-01-18 - 2004-01-24,31
2004-01-25 - 2004-01-31,45
2004-02-01 - 2004-02-07,38
2004-02-08 - 2004-02-14,49
2004-02-15 - 2004-02-21,54
2004-02-22 - 2004-02-28,28
2004-02-29 - 2004-03-06,53
2004-03-07 - 2004-03-13,77
2004-03-14 - 2004-03-20,39
2004-03-21 - 2004-03-27,88
2004-03-28 - 2004-04-03,53
2004-04-04 - 2004-04-10,66
2004-04-11 - 2004-04-17,71
2004-04-18 - 2004-04-24,59
2004-04-25 - 2004-05-01,56
2004-05-02 - 2004-05-08,35
2004-05-09 - 2004-05-15,28
2004-05-16 - 2004-05-22,55
2004-05-23 - 2004-05-29,62
2004-05-30 - 2004-06-05,67
2004-06-06 - 2004-06-12,44
2004-06-13 - 2004-06-19,79
2004-06-20 - 2004-06-26,42
2004-06-27 - 2004-07-03,56
2004-07-04 - 2004-07-10,84
2004-07-11 - 2004-07-17,68
2004-07-18 - 2004-07-24,61
2004-07-25 - 2004-07-31,79
2004-08-01 - 2004-08-07,81
2004-08-08 - 2004-08-14,75
2004-08-15 - 2004-08-21,55
2004-08-22 - 2004-08-28,97
2004-08-29 - 2004-09-04,61
2004-09-05 - 2004-09-11,79
2004-09-12 - 2004-09-18,93
2004-09-19 - 2004-09-25,59
2004-09-26 - 2004-10-02,75
2004-10-03 - 2004-10-09,61
2004-10-10 - 2004-10-16,45
2004-10-17 - 2004-10-23,49
2004-10-24 - 2004-10-30,66
2004-10-31 - 2004-11-06,54
2004-11-07 - 2004-11-13,48
2004-11-14 - 2004-11-20,53
2004-11-21 - 2004-11-27,59
2004-11-28 - 2004-12-04,59
2004-12-05 - 2004-12-11,48
2004-12-12 - 2004-12-18,49
2004-12-19 - 2004-12-25,59
2004-12-26 - 2005-01-01,57
2005-01-02 - 2005-01-08,39
2005-01-09 - 2005-01-15,49
2005-01-16 - 2005-01-22,52
2005-01-23 - 2005-01-29,46
2005-01-30 - 2005-02-05,61
2005-02-06 - 2005-02-12,49
2005-02-13 - 2005-02-19,43
2005-02-20 - 2005-02-26,59
2005-02-27 - 2005-03-05,67
2005-03-06 - 2005-03-12,44
2005-03-13 - 2005-03-19,56
2005-03-20 - 2005-03-26,71
2005-03-27 - 2005-04-02,57
2005-04-03 - 2005-04-09,57
2005-04-10 - 2005-04-16,65
2005-04-17 - 2005-04-23,60
2005-04-24 - 2005-04-30,51
2005-05-01 - 2005-05-07,40
2005-05-08 - 2005-05-14,71
2005-05-15 - 2005-05-21,71
2005-05-22 - 2005-05-28,46
2005-05-29 - 2005-06-04,70
2005-06-05 - 2005-06-11,55
2005-06-12 - 2005-06-18,65
2005-06-19 - 2005-06-25,71
2005-06-26 - 2005-07-02,61
2005-07-03 - 2005-07-09,84
2005-07-10 - 2005-07-16,54
2005-07-17 - 2005-07-23,69
2005-07-24 - 2005-07-30,59
2005-07-31 - 2005-08-06,58
2005-08-07 - 2005-08-13,52
2005-08-14 - 2005-08-20,70
2005-08-21 - 2005-08-27,68
2005-08-28 - 2005-09-03,60
2005-09-04 - 2005-09-10,63
2005-09-11 - 2005-09-17,57
2005-09-18 - 2005-09-24,61
2005-09-25 - 2005-10-01,55
2005-10-02 - 2005-10-08,54
2005-10-09 - 2005-10-15,81
2005-10-16 - 2005-10-22,59
2005-10-23 - 2005-10-29,36
2005-10-30 - 2005-11-05,55
2005-11-06 - 2005-11-12,68
2005-11-13 - 2005-11-19,56
2005-11-20 - 2005-11-26,56
2005-11-27 - 2005-12-03,45
2005-12-04 - 2005-12-10,44
2005-12-11 - 2005-12-17,33
2005-12-18 - 2005-12-24,56
2005-12-25 - 2005-12-31,68
2006-01-01 - 2006-01-07,48
2006-01-08 - 2006-01-14,64
2006-01-15 - 2006-01-21,48
2006-01-22 - 2006-01-28,41
2006-01-29 - 2006-02-04,50
2006-02-05 - 2006-02-11,59
2006-02-12 - 2006-02-18,38
2006-02-19 - 2006-02-25,55
2006-02-26 - 2006-03-04,58
2006-03-05 - 2006-03-11,65
2006-03-12 - 2006-03-18,52
2006-03-19 - 2006-03-25,41
2006-03-26 - 2006-04-01,56
2006-04-02 - 2006-04-08,68
2006-04-09 - 2006-04-15,56
2006-04-16 - 2006-04-22,71
2006-04-23 - 2006-04-29,55
2006-04-30 - 2006-05-06,48
2006-05-07 - 2006-05-13,75
2006-05-14 - 2006-05-20,62
2006-05-21 - 2006-05-27,64
2006-05-28 - 2006-06-03,59
2006-06-04 - 2006-06-10,56
2006-06-11 - 2006-06-17,59
2006-06-18 - 2006-06-24,75
2006-06-25 - 2006-07-01,44
2006-07-02 - 2006-07-08,86
2006-07-09 - 2006-07-15,71
2006-07-16 - 2006-07-22,87
2006-07-23 - 2006-07-29,60
2006-07-30 - 2006-08-05,73
2006-08-06 - 2006-08-12,79
2006-08-13 - 2006-08-19,60
2006-08-20 - 2006-08-26,61
2006-08-27 - 2006-09-02,53
2006-09-03 - 2006-09-09,74
2006-09-10 - 2006-09-16,78
2006-09-17 - 2006-09-23,50
2006-09-24 - 2006-09-30,60
2006-10-01 - 2006-10-07,66
2006-10-08 - 2006-10-14,65
2006-10-15 - 2006-10-21,54
2006-10-22 - 2006-10-28,63
2006-10-29 - 2006-11-04,56
2006-11-05 - 2006-11-11,59
2006-11-12 - 2006-11-18,74
2006-11-19 - 2006-11-25,41
2006-11-26 - 2006-12-02,64
2006-12-03 - 2006-12-09,42
2006-12-10 - 2006-12-16,61
2006-12-17 - 2006-12-23,50
2006-12-24 - 2006-12-30,53
2006-12-31 - 2007-01-06,52
2007-01-07 - 2007-01-13,52
2007-01-14 - 2007-01-20,62
2007-01-21 - 2007-01-27,51
2007-01-28 - 2007-02-03,63
2007-02-04 - 2007-02-10,54
2007-02-11 - 2007-02-17,46
2007-02-18 - 2007-02-24,49
2007-02-25 - 2007-03-03,49
2007-03-04 - 2007-03-10,63
2007-03-11 - 2007-03-17,67
2007-03-18 - 2007-03-24,59
2007-03-25 - 2007-03-31,60
2007-04-01 - 2007-04-07,61
2007-04-08 - 2007-04-14,71
2007-04-15 - 2007-04-21,57
2007-04-22 - 2007-04-28,64
2007-04-29 - 2007-05-05,67
2007-05-06 - 2007-05-12,57
2007-05-13 - 2007-05-19,64
2007-05-20 - 2007-05-26,72
2007-05-27 - 2007-06-02,68
2007-06-03 - 2007-06-09,67
2007-06-10 - 2007-06-16,67
2007-06-17 - 2007-06-23,61
2007-06-24 - 2007-06-30,63
2007-07-01 - 2007-07-07,79
2007-07-08 - 2007-07-14,57
2007-07-15 - 2007-07-21,61
2007-07-22 - 2007-07-28,64
2007-07-29 - 2007-08-04,73
2007-08-05 - 2007-08-11,67
2007-08-12 - 2007-08-18,69
2007-08-19 - 2007-08-25,59
2007-08-26 - 2007-09-01,88
2007-09-02 - 2007-09-08,82
2007-09-09 - 2007-09-15,81
2007-09-16 - 2007-09-22,73
2007-09-23 - 2007-09-29,74
2007-09-30 - 2007-10-06,76
2007-10-07 - 2007-10-13,64
2007-10-14 - 2007-10-20,61
